"Date","Price","Open","High","Low","Vol.","Change %"
"03/22/2023","1.2264","1.2215","1.2336","1.2207","","0.41%"
"03/21/2023","1.2214","1.2278","1.2284","1.2178","","-0.51%"
"03/20/2023","1.2276","1.2207","1.2286","1.2167","","0.83%"
"03/17/2023","1.2175","1.2110","1.2202","1.2099","","0.56%"
"03/16/2023","1.2107","1.2068","1.2129","1.2027","","0.35%"
"03/15/2023","1.2065","1.2160","1.2183","1.2010","","-0.76%"
"03/14/2023","1.2158","1.2184","1.2205","1.2135","","-0.19%"
"03/13/2023","1.2181","1.2040","1.2201","1.2040","","1.27%"
"03/10/2023","1.2028","1.1926","1.2114","1.1908","","0.86%"
"03/09/2023","1.1925","1.1845","1.1940","1.1831","","0.70%"
"03/08/2023","1.1842","1.1837","1.1860","1.1803","","0.13%"
"03/07/2023","1.1827","1.2025","1.2067","1.1821","","-1.61%"
"03/06/2023","1.2021","1.2038","1.2050","1.1992","","-0.16%"
"03/03/2023","1.2040","1.1943","1.2049","1.1939","","0.83%"
"03/02/2023","1.1941","1.2031","1.2038","1.1924","","-0.75%"
"03/01/2023","1.2031","1.2021","1.2090","1.1964","","0.09%"
"02/28/2023","1.2020","1.2065","1.2145","1.2018","","-0.35%"
"02/27/2023","1.2062","1.1957","1.2067","1.1922","","0.99%"
"02/24/2023","1.1944","1.2012","1.2042","1.1928","","-0.57%"
"02/23/2023","1.2013","1.2055","1.2076","1.1991","","-0.26%"
"02/22/2023","1.2044","1.2115","1.2136","1.2034","","-0.59%"
"02/21/2023","1.2115","1.2040","1.2148","1.1985","","0.64%"
"02/20/2023","1.2038","1.2050","1.2059","1.2014","","0.02%"
"02/17/2023","1.2035","1.1998","1.2053","1.1914","","0.35%"
"02/16/2023","1.1993","1.2028","1.2076","1.1964","","-0.27%"
"02/15/2023","1.2026","1.2172","1.2183","1.1990","","-1.18%"
"02/14/2023","1.2170","1.2137","1.2270","1.2117","","0.29%"
"02/13/2023","1.2135","1.2070","1.2153","1.2030","","0.64%"
"02/10/2023","1.2058","1.2124","1.2141","1.2047","","-0.53%"
"02/09/2023","1.2122","1.2072","1.2195","1.2056","","0.42%"
"02/08/2023","1.2071","1.2046","1.2111","1.2036","","0.24%"
"02/07/2023","1.2042","1.2024","1.2097","1.1960","","0.22%"
"02/06/2023","1.2016","1.2042","1.2079","1.2004","","-0.29%"
"02/03/2023","1.2051","1.2225","1.2267","1.2047","","-1.41%"
"02/02/2023","1.2223","1.2378","1.2401","1.2221","","-1.24%"
"02/01/2023","1.2376","1.2319","1.2395","1.2272","","0.45%"
"01/31/2023","1.2320","1.2351","1.2372","1.2283","","-0.26%"
"01/30/2023","1.2352","1.2399","1.2419","1.2336","","-0.36%"
"01/27/2023","1.2397","1.2407","1.2421","1.2344","","-0.07%"
"01/26/2023","1.2406","1.2401","1.2432","1.2344","","0.05%"
"01/25/2023","1.2400","1.2334","1.2406","1.2282","","0.58%"
"01/24/2023","1.2328","1.2378","1.2415","1.2262","","-0.36%"
"01/23/2023","1.2373","1.2404","1.2450","1.2322","","-0.16%"
"01/20/2023","1.2393","1.2391","1.2406","1.2334","","0.03%"
"01/19/2023","1.2389","1.2351","1.2399","1.2312","","0.35%"
"01/18/2023","1.2346","1.2290","1.2437","1.2254","","0.47%"
"01/17/2023","1.2288","1.2201","1.2301","1.2169","","0.80%"
"01/16/2023","1.2191","1.2216","1.2291","1.2170","","-0.29%"
"01/13/2023","1.2226","1.2210","1.2250","1.2149","","0.21%"
"01/12/2023","1.2200","1.2146","1.2249","1.2087","","0.48%"
"01/11/2023","1.2142","1.2155","1.2180","1.2099","","-0.11%"
"01/10/2023","1.2155","1.2190","1.2199","1.2109","","-0.23%"
"01/09/2023","1.2183","1.2094","1.2212","1.2087","","0.75%"
"01/06/2023","1.2092","1.1914","1.2101","1.1840","","1.56%"
"01/05/2023","1.1906","1.2053","1.2079","1.1873","","-1.22%"
"01/04/2023","1.2053","1.1968","1.2089","1.1954","","0.73%"
"01/03/2023","1.1966","1.2046","1.2086","1.1899","","-0.66%"
"01/02/2023","1.2045","1.2098","1.2100","1.2034","","-0.43%"
"12/30/2022","1.2097","1.2064","1.2109","1.2010","","0.37%"
"12/29/2022","1.2052","1.2016","1.2080","1.2013","","0.32%"
"12/28/2022","1.2013","1.2027","1.2126","1.2001","","-0.07%"
"12/27/2022","1.2021","1.2063","1.2114","1.2001","","-0.32%"
"12/26/2022","1.2060","1.2044","1.2083","1.2044","","0.02%"
"12/23/2022","1.2058","1.2044","1.2092","1.2018","","0.12%"
"12/22/2022","1.2043","1.2078","1.2149","1.1992","","-0.33%"
"12/21/2022","1.2083","1.2183","1.2194","1.2054","","-0.80%"
"12/20/2022","1.2181","1.2156","1.2224","1.2084","","0.29%"
